Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",id
2022,47.0,Erkek,13.11.2000 00:00,Ankara,Ankara,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,Elektrik-Elektronik Mühendisliği,2,1.80 - 2.49,,Ankara Atatürk Anadolu Lisesi,,Ankara,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Lise,Evet,Özel Sektör,0.0,Evet,,Evet,Bireysel,Evet,Farklı öğrenci topluluklarında öğrencilere katkı sağlayan kampüs etkinliklerinde farklı görevler aldım. Öğrencilere mülakat tecrübesi kazandırma amacı taşıyan ODTÜ Mülakat Günleri etkinliğinin Finans&İletişim Direktörlüğünü üstlendim. Bazı yardım kuruluşlarının etkinliklerine katıldım.,,Evet,Öğrencilere YKS Danışmanlığı ve özel ders hizmeti sağlamak amacı ile 3 arkadaş bir araya gelip bir girişim oluşturmuştuk. İş planı hazırlamıştık ve sosyal medya hesaplarımızda tanıtımlarımızı yapmaya başlamıştık. Hedefimiz ODTÜ öğrencilerinden YKS'ye hazırlanan öğrencilere samimi bir şekilde bilgi ve tecrübe aktarımı sağlamaktı. Bunlarla alakalı özel öğretim kursları ile çalışmayı planlıyorduk. Başladıktan bir süre sonra dönem yoğunluğu ve zaman planlaması eksiklikleri nedeni ile arkadaşlarım devam edemedi ve ben de toplulukta devam eden görevim nedeni ile girişimi bıraktım. Bu dönem ise farklı 3 arkadaşımla tekrardan bir ekip kurduk ve önümüzdeki dönem içerisinde üniversite öğrencilerine yarar sağlayacak bir girişim oluşturmayı hedefliyoruz.,Evet,,,58738
2022,47.0,Kadın,1.01.2002 00:00,Siirt,İstanbul,İstanbul Üniversitesi-Cerrahpaşa,Devlet,,Hayır,Okul Öncesi Öğretmenliği,4,3.00 - 3.49,,Veysel karani çok programlı Anadolu lisesi,,Siirt,Devlet,Sözel,,75 - 100,Evet,Kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,Kızılay,,Hayır,Kızılay,Evet,,,58739
2022,47.0,Kadın,14.10.2002 00:00,Bursa,İstanbul,Koç Üniversitesi,Özel,,Evet,Endüstri Mühendisliği,3,3.00 - 3.49,,Tofaş Fen Lisesi,,Bursa,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,Ortaokul,Hayır,-,1.0,Evet,,Evet,Lider/Kaptan,Evet,Vefat etmiş engelli abim vesilesiyle İnegöl Zihinsel Engelliler Derneğinde birçok gönüllülük faliyetine katıldım. Lisede kardeş okul projesi düzenledim. Üniversitede 2 yıldır marketing kulübünün sosyal yardım/aktiviteler komitesindeyim.,,Hayır,-,Evet,,,58740
2022,47.0,Kadın,27.09.2002 00:00,Kayseri,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,Endüstri Mühendisliği,2,3.00 - 3.49,,Nuh Mehmet Küçükçalık Anadolu Lisesi,,Kayseri,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Üniversite,Evet,Özel Sektör,1.0,Hayır,,Hayır,-,Evet,İstanbul Yardım Maratonlarına katıldım. Bu şekilde kampanyalarla desteklediğim STK için bağış toplayabiliyorum. En sonuncusunda KAÇUV destekçisiydim.,,Evet,Bir yıldan uzun zamandır sosyal bir girişimin ekibindeyim. AbilityPool'da STK'ları kurumlarla bir araya getirerek hem gönüllülüğü dijitale taşıyoruz hem de sosyal farkındalık ve fayda noktasında insanları dezavantajlı insanların hayatına dokunma noktasında desteklemiş oluyoruz.,Evet,,,58741
2022,47.0,Kadın,6.08.1998 00:00,Osmaniye,Diğer,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,İşletme,3,3.00 - 3.49,,Feyyaz Etiz Anadolu Lisesi,,Adana,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Hayır,-,2.0,Evet,,Hayır,-,Evet,"TurkishWIN - Campus Lider: Kızkardeşlik ağı olan TurkishWIN’de, kampüste cinsiyet eşitliği, iş hayatında eşitlik, girişimcilik üzerine çalışmalarda bulunuyorum.",,Evet,"2017 yılında pardondalmisim isimli bir blog kurdum. Blog sayesinde yerli ve yabancı bir çok müzisyenle tanışma ve festivallere katılma fırsatında bulundum. İşleri tam büyütürken üniversite sınavına hazırlanıyor olmam, ne yazık ki işten kopmama sebeb oldu.",Evet,,,58742
2022,47.0,Kadın,6.05.2001 00:00,Diyarbakır,Adana,Çukurova Üniversitesi,Devlet,,Hayır,İlahiyat,4,2.50 - 2.99,,Kulp çok programlı Anadolu imam hatip lisesi,,Diyarbakır,Devlet,Sözel,,75 - 100,Evet,Kyk gsb,500₺ - 999₺,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,4.0,Evet,,Evet,Bireysel,Evet,"Sivil toplum kuruluşlarından (Kızılay, yeşilay) yönetici Gsb de gönüllü genç lider",,Evet,Gsb kampları,Evet,,,58743
2022,47.0,Erkek,10.10.2000 00:00,Mardin,Konya,Necmettin Erbakan Üniversitesi,Devlet,,Hayır,Uçak Mühendisliği,1,Hazırlığım,,GÜLTEPE ANADOLU LİSESİ,,Batman,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Takım Oyuncusu,Evet,Deneyyap jüri üyesi olarak katıldım,,Evet,Web sites yapma Bilgisayar programları,Evet,,,58744
2022,47.0,Erkek,23.07.2002 00:00,Yozgat,Ankara,Hacettepe Üniversitesi,Devlet,,Hayır,Muhasebe,2,2.50 - 2.99,,Ahmet Andiçen ticaret meslek lisesi,,Ankara,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Evet,Özel Sektör,Ortaokul,Evet,Özel Sektör,1.0,Hayır,,Evet,Bireysel,Evet,Birkaç kez AFAD faliyetlerinde bulundum,,Evet,Mum üretip satım yapmak istedim yaptım fakat bütçem istediğim kadar artmadı ve bursun olmadığı için zaman ayıramadım,Evet,,,58745
2022,47.0,Kadın,5.07.2000 00:00,Diyarbakır,İstanbul,İstanbul Gelişim Üniversitesi,Özel,,Evet,Diş Hekimliği,2,3.50 - 4.00,,Diyarbakır anadolu lisesi,,Diyarbakır,Devlet,Sayısal,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,Lise,Hayır,-,4.0,Evet,,Evet,Takım Oyuncusu,Hayır,-,,Hayır,-,Evet,,,58746
2022,47.0,Kadın,24.04.2002 00:00,Uşak,Konya,Konya Teknik Üniversitesi,Devlet,,Hayır,Mimarlık,2,2.50 - 2.99,,Dursun Yalım Fen Lisesi,,Uşak,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Ortaokul,Hayır,-,3.0,Evet,,Evet,Lider/Kaptan,Evet,Genel olarak çoğu faaliyetlere katılmaya çalışıyorum,,Hayır,-,Evet,,,58747
2022,47.0,Kadın,1.01.2001 00:00,Konya,Antalya,Alanya Alaaddin Keykubat Üniversitesi,Devlet,,Hayır,Tıp,2,3.00 - 3.49,,Akşehir hacı Sıddıka Baysal Fen lisesi,,Konya,Devlet,Sayısal,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,2.0,Hayır,,Evet,Bireysel,Evet,Kızılay'da gönüllü olarak çalıştım,,Hayır,-,Hayır,,,58748
2022,47.0,Erkek,22.05.2002 00:00,Çorum,Çorum,Akdeniz Üniversitesi,Devlet,,Hayır,Hukuk,2,3.00 - 3.49,,Çorum Başöğretmen Anadolu Lisesi,,Çorum,Devlet,Eşit Ağırlık,,75 - 100,Hayır,Kyk kredi,-,İlkokul,Hayır,-,İlkokul,Hayır,-,2.0,Hayır,,Evet,Takım Oyuncusu,Evet,Kızılay faaliyetleri,,Hayır,-,Evet,,,58749
2022,47.0,Erkek,18.02.2001 00:00,Adana,Adana,Karamanoğlu Mehmetbey Üniversitesi,Devlet,,Hayır,Hemşirelik,3,3.00 - 3.49,,İlk Hamle Anadolu Lisesi,,Adana,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Kamu,3.0,Evet,,Evet,Takım Oyuncusu,Evet,Sanat fuarında resmimi sergilemiştim,,Hayır,-,Evet,,,58750
2022,47.0,Erkek,9.07.2002 00:00,Van,Konya,Biruni Üniversitesi,Özel,,Evet,Tıp,2,3.50 - 4.00,,Özel sistem fen lisesi(burslu),,Konya,Özel,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Hayır,-,4.0,Hayır,,Evet,Takım Oyuncusu,Hayır,-,,Evet,TÜBİTAK projem var,Evet,,,58751
2022,47.0,Kadın,10.05.2000 00:00,Afyonkarahisar,Afyonkarahisar,Selçuk Üniversitesi,Devlet,,Hayır,Maliye,3,3.50 - 4.00,,Afyonkarahisar Bolvadin sağlık meslek lisesi,,Afyonkarahisar,Devlet,Eşit Ağırlık,,75 - 100,Evet,Gençlik spor bakanlığı KYK bursu,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,1.0,Hayır,,Evet,Takım Oyuncusu,Evet,Gönüllü olarak engellilere ve yaşlılara yardımlarda bulunurum,,Hayır,-,Evet,,,58752
2022,47.0,Kadın,1.11.2001 00:00,Şanlıurfa,Konya,Necmettin Erbakan Üniversitesi,Devlet,,Hayır,Okul Öncesi Öğretmenliği,4,3.00 - 3.49,,Şanlıurfa /Ceylanpınar Kız Anadolu İmamhatip Lisesi,,Şanlıurfa,Devlet,Sözel,,75 - 100,Evet,Kredi ve Yurtlar Kurumu (Devlet bursu),500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,"Belediyenin okul faaliyetlerinde, insanlara yardım projelerinde İhh' da çalıştım insanlara yardımda, Yeşilayda çalıştım, okulumun topluluklarında görevi aldım. Çocuklara yönelik projeler.",,Hayır,-,Evet,,,58753
2022,47.0,Kadın,15.10.2002 00:00,Mardin,Mardin,Kocaeli Üniversitesi,Devlet,,Hayır,Diğer,2,2.50 - 2.99,,Kızıltepe Anadolu Lisesi,,Mardin,Devlet,Sayısal,,50 - 74,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,Lise,Evet,Diğer,4.0,Hayır,,Evet,Takım Oyuncusu,Evet,Kermes görevlisiyim,,Evet,Kardeş okulumuza yardım,Hayır,,,58754
2022,47.0,Erkek,5.06.2000 00:00,Diyarbakır,Batman,İnönü Üniversitesi,Devlet,,Hayır,Coğrafya,2,3.50 - 4.00,,Silvan Mesleki ve Teknik Anadolu Lisesi,,Malatya,Devlet,Sözel,,75 - 100,Evet,Kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Lider/Kaptan,Evet,Afad,,Hayır,-,Evet,,,58755
2022,47.0,Erkek,9.07.1999 00:00,Bursa,Bursa,Bursa Uludağ Üniversitesi,Devlet,,Hayır,Biyosistem Mühendisliği,4,3.00 - 3.49,,Cumhuriyet Anadolu Lisesi,,Bursa,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Lise,Hayır,-,1.0,Evet,,Evet,Bireysel,Evet,Tema vakfı,,Hayır,-,Evet,,,58756
2022,47.0,Kadın,15.11.2002 00:00,İzmir,İstanbul,Artvin Çoruh Üniversitesi,Devlet,,Hayır,Bankacılık ve Sigortacılık,2,2.50 - 2.99,,açık öğretim lisesi,,Artvin,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Ortaokul,Evet,Özel Sektör,İlkokul,Hayır,-,2.0,Evet,,Evet,Bireysel,Evet,"kızılay,ihh,yeşilay",,Hayır,-,Evet,,,58757
2022,47.0,Kadın,2.05.2000 00:00,Samsun,Tokat,Tokat Gaziosmanpaşa Üniversitesi,Devlet,,Hayır,İngiliz Dili ve Edebiyatı,4,2.50 - 2.99,,Çarşamba Anadolu lisesi,,Samsun,Devlet,Dil,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,3.0,Hayır,,Evet,Bireysel,Evet,"TEMA vakfı gönüllüsüyüm , etkinliklere katılmaya çalışıyorum.",,Evet,Pandemi döneminde kendime bir instagram sayfası açıp yaptığım makromeleri satmaya çalışmıştım.,Evet,,,58758
2022,47.0,Kadın,31.07.2001 00:00,Konya,Konya,Necmettin Erbakan Üniversitesi,Devlet,,Hayır,İngilizce Öğretmenliği,4,2.50 - 2.99,,Konevi Anadolu Lisesi,,Konya,Devlet,Dil,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Hayır,-,2.0,Hayır,,Evet,Bireysel,Evet,"Kızılay'ın kitap tasnif etkinliğine katılmıştım geçen yıl. İngilizce ve Türkçe kitapların hangi sınıfa daha uygun olacağını belirleyip, onları kolilemiştik.",,Hayır,-,Evet,,,58759
2022,47.0,Kadın,6.05.2002 00:00,Batman,İstanbul,İstanbul Kent Üniversitesi,Özel,,Evet,Gastronomi ve Mutfak Sanatları,3,3.00 - 3.49,,Süleyman Nazif Anadolu Lisesi,,İstanbul,Devlet,Sözel,,75 - 100,Evet,Kyk,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Takım Oyuncusu,Evet,Lise öğrenciliğimde Kaçuv etkinliklerinde görev aldım. Ayrıca şu an üniversitemizde Lösev kulübünde de yer almaktayım,,Hayır,-,Evet,,,58760
2022,47.0,Erkek,1.11.2001 00:00,Kayseri,İstanbul,İstanbul Medeniyet Üniversitesi,Devlet,,Hayır,Elektrik-Elektronik Mühendisliği,4,3.00 - 3.49,,Yahyagazi Anadolu lisesi,,Kayseri,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Özel Sektör,2.0,Evet,,Evet,Takım Oyuncusu,Hayır,-,,Evet,Hisse senetleri alim satiminda kendimi gelistirdim,Evet,,,58761
2022,47.0,Kadın,3.01.2005 00:00,İstanbul,İstanbul,Diğer,Özel,,Evet,Diğer,3,3.50 - 4.00,,Robert Kolej,,İstanbul,Özel,Sayısal,,75 - 100,Evet,Direkt okulun kendi verdiği burs,1000₺ ve üstü,Üniversite,Evet,Özel Sektör,Yüksek Lisans,Evet,Kamu,0.0,Hayır,,Hayır,-,Evet,"Bizim okulda bir sürü topluma hizmet projeleri oluyor. Bunlardan iki tanesinde liderlik görevi yaptım, diğerlerinde de eğitmen olarak resim ve kodlama eğitimlerinde bulundum",,Hayır,-,Evet,,,58762
2022,47.0,Kadın,3.06.2001 00:00,Trabzon,Trabzon,Atatürk Üniversitesi,Devlet,,Hayır,Tıp,3,3.00 - 3.49,,Akçaaabat Fen Lisesi,,Trabzon,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,Lise,Hayır,-,2.0,Evet,,Evet,Takım Oyuncusu,Evet,Kulüplerde halkı bilinçlendirmek için söyleşi düzenledim ve paketli gıdaların zararları üzerine proje hazırladım,,Hayır,-,Evet,,,58763
2022,47.0,Kadın,21.03.1999 00:00,Adıyaman,İstanbul,İstanbul Üniversitesi-Cerrahpaşa,Devlet,,Hayır,Tıp,5,3.00 - 3.49,,Çapa Fen Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Evet,Kyk,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,Okulumuzun gönüllü hekimler kulübünde kronik hastalığı olan çocukları ziyaret edip onların dileklerini gerçekleştirmeye çalışıyoruz.,,Hayır,-,Evet,,,58764
2022,47.0,Kadın,25.08.2001 00:00,İstanbul,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,Siyaset Bilimi ve Uluslararası İlişkiler,3,3.00 - 3.49,,Özel Soyak Final Temel Lisesi,,İstanbul,Özel,Eşit Ağırlık,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Lise,Evet,Diğer,1.0,Evet,,Evet,Bireysel,Evet,"Toplumsal Duyarlılık Projesi dersi kapsamında Bilim Kahramanları Derneğinde bir senedir aktif gönüllülük yapmaktayım. “Her çocuk mucit doğar” söylemiyle yola çıkan Bilim Kahramanları Derneği, bilimi toplumun odak noktası haline getirmek amacıyla gönüllü bir ekip tarafından kurulan, kâr amacı gütmeyen, kamu yararı gözeten bir kurumdur.",,Evet,"2017 senesinde, henüz lise 2.sınıftayken Avrupa Birliği, JA Europe ve Türkiye partneri olarak Genç Başarı Eğitim Vakfının düzenlemiş olduğu uluslararası bir proje yarışmasında başarılı olarak ""Entrepreneur Skill Pass"" (ESP) sertifikasını almaya hak kazandım. Bu proje yarışmasının amacı lise düzeyindeki gençlerin girişimcilik ve finansal okuryazarlık eğitimi alarak yetkinliklerini geliştirmesidir. Projede bizden okulda bir şirket kurulması ve şirket üyelerinin de öğrencilerden seçilmesi beklenir. Şirket bir iş fikri ortaya koyar ve iş fikrini proje bitene kadar gerçekleştirip kar etmekle mükelleftir. Süreç boyunca herkes kişisel olarak sınavlara tabi tutulur. Yarışma sonunda ingilizce olarak tüm katılımcılar sınava girer. 25 soruda 23 ve üstü soruya doğru verenler sertifika almaya hak kazanır. 2017 senesinde tüm Türkiye bazında sertifika almaya hak kazanan 21 öğrenciden biriyim.",Evet,,,58765
2022,47.0,Kadın,7.03.1999 00:00,Ankara,Ankara,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,Uluslararası İlişkiler,5,3.00 - 3.49,,Şehit Oğuzhan Yaşar Anadolu Lisesi,,Ankara,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Evet,Özel Sektör,2.0,Hayır,,Hayır,-,Evet,"Üniversitenin ilk iki yılında ODTÜ İşletme Topluluğu'nda Girişimcilik Komitesi Koordinatörlüğü yaptım. Haziran 2020'den itibaren 1.5 yıl boyunca İltica ve Göç Araştırma Merkezi'nde, sığınmacı çocuklara gönüllü eğitmenlik yaparak, Türk eğitim sistemine entegrasyonlarını kolaylaştırma faaliyetlerine destek oldum. Ek olarak, yine İGAM'da ""Göç Sözlüğü"" adlı YouTube programının sunuculuğunu üstlendim ve Sosyal Medya Ekibinde aktif yer aldım.",,Evet,"Girişimcilikle ilgili ilk deneyimim, ODTÜ İşletme Topluluğu'nda Girişimcilik Komitesi Koordinatörlüğüne seçilmemdi. Komite olarak, girişimcilik bazlı etkinlikler ve yarışmalar düzenleyerek, girişimci olmak isteyen üniversite öğrencileri ve başarılı girişimciler arasında bir network ağı yaratmak için çabalıyorduk. Yine aynı toplulukta Girişimlerle bir röportaj serisini hayata geçirdik. Ek olarak, 1 yıldır Otsimo'da CEO Office & Community Manager olarak çalışıyorum.",Evet,,,58766
2022,47.0,Erkek,12.04.2002 00:00,İzmir,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,Kontrol ve Otomasyon Mühendisliği,2,3.00 - 3.49,,Karşıyaka Anadolu Lisesi,,İzmir,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Evet,Özel Sektör,1.0,Evet,,Evet,Lider/Kaptan,Evet,"Dünyanın en büyük teknik Organizasyonu olan IEEE'nin Yıldız Teknik Üniversite'sinde bulunan IEEE YTÜ Öğrenci kulübünde idari kurul üyeliği ve Robotik Otomasyon, Elektrik, Elektronik, Enerji, Otomotiv ve Aydınlatma sektörlerinde sektörün en bilinen öğrenci etkinliği olan RLC Günleri Organizasyon Komitesi Başkanlığı yaptım ve 500'den fazla üyeyi yönetme fırsatı buldum.",,Evet,İdari Kurul üyesi ve RLC Günleri Komite Başkanı olarak bulunduğum IEEE YTÜ Öğrenci Kulübünde Yıldızlı Projeler Yarışması'nı düzenledik ve Türkiye'deki Start-up ve Öğrenci kategorilerinde jürilerimiz ile seçilen en iyi girişimleri dinleme fırsatı buldum. Birçok Girişimcilik seminerine ve paneline katıldım. Geçtiğimiz sene IEEE YTÜ YPY Komitemizin gerçekleştiği Stargate Bootcamp sayesinde de Girişimizde nasıl aşamalar izleyeceğimizi ve fikirlerimizi nasıl geleceğe taşıyabileceğimizi uzman mentörlerimizden öğrendik.,Evet,,,58767
2022,47.0,Kadın,19.10.2002 00:00,Düzce,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,Siyaset Bilimi ve Uluslararası İlişkiler,2,3.50 - 4.00,,cumhuriyet anadolu lisesi,,Düzce,Devlet,Eşit Ağırlık,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Evet,Diğer,Ortaokul,Hayır,-,1.0,Evet,,Evet,Bireysel,Evet,TOG vakfında öğrencim olur musun projesi ile eğitimde fırsat eşitsizliğine uğrayan ilkokul ve ortaokul öğrencilerine özel dersler vermekteyiz.,,Evet,Farmasi firması ile satışlar yapıyorum. Sermayem yok bu yüzden hazır sermaye ile iş yapıyorum,Evet,,,58768
2022,47.0,Kadın,14.12.1999 00:00,İstanbul,İstanbul,Boğaziçi Üniversitesi,Devlet,,Hayır,Turizm İşletmeciliği,4,2.50 - 2.99,,Haydarpaşa Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Üniversite,Evet,Özel Sektör,1.0,Evet,,Hayır,-,Evet,"Boğaziçi Üniversitesi sosyal sorumluluk kulübü üyesiyim, çocuk şenliği gibi çeşitli etkinliklerde görev alıyorum. Ek olarak daha önce çalıştığım Nebula Atölye & Danışmanlık içerisinde Nebulist isimli bir sosyal sorumluluk topluluğu yönettim ve dernekler ile iş birlikli olarak çeşitli etkinlikler düzenledim. Yine Boğaziçi Üniversitesi dans kulübü içerisinde gönüllü olarak okuldaşlarıma bale eğitimi veriyorum.",,Evet,"Daha önce ""balcon_ad"" isimli bir proje yaratıp geliştirmek üzere çeşitli girişimlerde bulundum, mevcut durumda aktif değil. Üretmeyi ve girişim dünyasını takip etmeyi çok seviyor bu konuda çok hevesliyim.",Evet,,,58769
2022,47.0,Kadın,5.04.2001 00:00,Mardin,Mardin,Kastamonu Üniversitesi,Devlet,,Hayır,Sınıf Öğretmenliği,2,3.00 - 3.49,,Kızıltepe Anadolu lisesi,,Mardin,Devlet,Eşit Ağırlık,,75 - 100,Evet,Devlet,500₺ - 999₺,Eğitimi yok,Hayır,-,Ortaokul,Hayır,-,4.0,Evet,,Evet,Bireysel,Evet,Söğüt dernegi köy okullarına yardım etme,,Hayır,-,Hayır,,,58770
2022,47.0,Erkek,8.03.2002 00:00,Hakkari,İzmir,İzmir Demokrasi Üniversitesi,Devlet,,Hayır,İngilizce Öğretmenliği,3,3.00 - 3.49,,Kazım Karabekir Anadolu Lisesi,,Van,Devlet,Dil,,75 - 100,Evet,Kredi Yurtlar Kurumu,500₺ - 999₺,İlkokul,Hayır,-,Lise,Hayır,-,2.0,Evet,,Evet,Takım Oyuncusu,Evet,Tema Vakfı gönüllüsüyüm. Çeşitli ağaç dikme projelerinde yer aldım.,,Hayır,-,Evet,,,58771
2022,47.0,Kadın,12.02.2000 00:00,Ordu,İstanbul,İstanbul Bilgi Üniversitesi,Özel,,Evet,Endüstri Mühendisliği,3,3.00 - 3.49,,Açı fen lisesi(ordu fen lisesinden geçiş yaptım),,Ordu,Özel,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Hayır,-,2.0,Evet,,Hayır,-,Evet,Öncelikle nar harekatında bir gönüllülüğüm oldu daha sonrasında okuldaki kulüp etkinliklerine katıldım,,Hayır,-,Evet,,,58772
2022,47.0,Kadın,1.01.1999 00:00,Kahramanmaraş,İstanbul,İstanbul Medipol Üniversitesi,Özel,,Evet,Mimarlık,4,3.00 - 3.49,,Erdem Bayazıt Anadolu lisesi,,Kahramanmaraş,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Hayır,-,2.0,Hayır,,Evet,Bireysel,Evet,Çeşitli klüplerde yer aldım,,Evet,Ticari girişim,Evet,,,58773
2022,47.0,Kadın,1.08.2000 00:00,İstanbul,Ankara,TOBB Ekonomi ve Teknoloji Üniversitesi,Özel,,Hayır,İşletme,4,2.50 - 2.99,,3 yıl Doğa Koleji son sene Matfen Temel Lise,,Ankara,Özel,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Hayır,-,0.0,Evet,,Evet,Bireysel,Evet,Tema Vakfı ağaç dikme,,Hayır,-,Evet,,,58774
2022,47.0,Kadın,7.12.2001 00:00,İstanbul,İstanbul,Bezmialem Vakıf Üniversitesi,Özel,,Evet,Eczacılık,3,2.50 - 2.99,,Bahçelievler Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,Ortaokul,Hayır,-,Lise,Hayır,Diğer,3.0,Evet,,Hayır,-,Evet,"Okulumuz eczacılık kulübünün başkanlığını üstleniyorum. Bu süreçte köy okulları için ecza dolabı ve dolaplarla birlikte kitap, kalem, defter yardımında bulunmuştuk. Aynı kulüple birlikte evlerde kullanılmayan ilaçları toplayıp hayvan barınağına mama ve ilaç yardımında bulunmuştuk. Okulumuzda TOG Vakfı Kulübü yönetim kurulundayım. Onlarla birlikte huzurevi ziyareti, sahil temizliği, 11.sınıflara test kitabı yardımında bulunmak gibi etkinlikler yapmıştık.",,Evet,"HoloPharm adında bir girişim kurmaya çalışmıştık. Çözüm getirmek istediğimiz sorun şu idi; örneğin kimya dersinde molekül gibi kavramlar içeren konuları 3 boyutlu olarak görmeniz gerekiyor yoksa kavramak zorlaşıyor bunun için hologram teknolojisini kullanarak ders verimini artırmayı amaçladık. Tabii farklı özellikleri de olacaktı, örneğin her üniversitede bulunmayan bazı cihazlar var (HPLC, NMR gibi), öğrenciler 3 boyutlu olarak bu cihazları görebilecek ve üzerinde deney yapabilecekti. Okulumuzda danıştığımız hocalar fikrimizi çok beğenmişti ama katıldığımız yarışma maalesef fazla maliyetli bir proje olduğunu düşündüğü için bizi seçmedi. Hologram alanıyla ilgilenen başka kişilerle de görüştük ama olumlu bir dönüş alamadık.",Evet,,,58775
