Basvuru Yili,Degerlendirme Puani,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?
2022,49.0,2,64,1,0,57,2,3,0.0,1,2,0,0,0,0,2,0,0,4.0,0,1,1,0.0,1,1
2022,49.0,2,89,1,0,21,2,5,0.0,1,2,1,3,0,0,4,1,2,2.0,1,1,1,0.0,0,1
2022,49.0,1,6,2,1,15,2,4,0.0,1,0,0,3,1,3,4,0,0,1.0,0,1,1,0.0,1,1
2022,49.0,1,147,1,0,16,3,4,0.0,1,2,1,1,0,0,4,0,0,2.0,0,1,1,0.0,1,1
2022,49.0,1,21,2,1,15,4,4,0.0,1,0,0,4,0,0,4,0,0,1.0,0,1,1,0.0,1,1
2022,49.0,1,89,1,0,31,4,3,0.0,1,2,0,5,1,2,4,1,2,1.0,1,1,1,0.0,0,1
2022,49.0,1,70,1,0,12,4,4,0.0,1,0,0,4,0,0,4,1,2,1.0,0,1,1,0.0,0,1
2022,49.0,1,121,1,0,21,2,3,0.0,1,2,1,3,0,0,1,0,0,1.0,1,1,1,0.0,0,1
2022,49.0,2,168,1,0,71,5,4,0.0,1,2,0,1,0,0,4,0,0,0.0,1,1,1,0.0,0,1
2022,49.0,1,131,1,0,9,2,3,0.0,1,2,1,3,0,0,1,1,3,3.0,1,1,1,0.0,1,1
2022,49.0,1,136,1,0,0,2,4,0.0,1,2,0,0,0,0,1,0,0,4.0,1,1,1,0.0,0,1
2022,49.0,2,70,1,0,10,1,0,0.0,1,2,1,4,0,0,4,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,1,89,1,0,67,2,3,0.0,1,2,1,4,0,0,4,0,0,1.0,1,0,1,0.0,1,1
2022,49.0,2,98,1,0,21,4,2,0.0,0,2,0,1,0,0,4,1,3,2.0,1,1,1,0.0,1,1
2022,49.0,2,24,2,1,3,3,5,0.0,0,2,0,3,0,0,3,1,1,1.0,1,1,1,0.0,0,1
2022,49.0,1,54,2,1,148,4,3,0.0,0,0,0,4,0,0,2,1,3,0.0,0,1,1,0.0,1,1
2022,49.0,1,89,1,0,149,4,4,0.0,0,2,0,4,0,0,4,1,3,1.0,1,0,1,0.0,1,1
2022,49.0,1,121,1,0,21,4,4,0.0,1,2,0,4,0,0,3,1,3,1.0,1,0,1,0.0,1,1
2022,49.0,1,35,2,1,9,3,4,0.0,0,2,1,3,0,0,4,1,2,3.0,0,1,1,0.0,0,1
2022,49.0,2,24,2,0,12,4,4,0.0,0,0,0,3,0,0,4,1,3,4.0,1,1,1,0.0,0,1
2022,49.0,1,117,1,0,23,4,4,0.0,1,2,0,4,1,3,3,0,0,1.0,1,1,1,0.0,1,1
2022,49.0,1,38,2,1,21,3,2,0.0,1,2,0,2,0,0,2,1,1,1.0,1,1,1,0.0,1,1
2022,49.0,2,76,2,1,21,2,2,0.0,1,2,0,1,0,0,3,1,3,1.0,1,1,1,0.0,1,1
2022,49.0,1,64,1,0,23,3,4,0.0,1,2,0,4,0,0,3,0,0,1.0,1,0,1,0.0,1,1
2022,49.0,2,81,1,0,8,4,5,0.0,1,0,1,4,1,3,3,1,1,1.0,1,1,1,0.0,0,1
2022,49.0,2,1,2,1,20,2,5,0.0,0,2,0,4,1,3,5,1,3,0.0,1,1,0,0.0,0,1
2022,49.0,1,16,2,1,45,3,4,0.0,1,2,0,2,1,3,4,0,0,2.0,1,1,1,0.0,0,1
2022,49.0,2,146,1,0,8,2,4,0.0,1,0,1,1,0,0,1,1,1,4.0,1,1,0,0.0,1,0
2022,49.0,2,72,1,0,67,4,3,0.0,1,2,0,1,0,0,2,0,0,0.0,1,1,1,0.0,1,0
2022,49.0,1,35,2,1,11,1,0,0.0,1,0,1,3,1,1,3,0,0,4.0,1,1,1,0.0,1,1
2022,49.0,1,136,1,0,64,3,2,0.0,1,2,1,3,0,0,3,1,3,2.0,1,1,1,0.0,1,1
2022,49.0,1,140,1,0,21,1,0,0.0,1,2,0,1,0,0,3,0,0,2.0,1,1,1,0.0,1,1
2022,49.0,2,66,1,0,12,1,0,0.0,1,0,0,2,0,0,2,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,1,37,2,1,21,3,3,0.0,1,2,0,4,1,2,4,1,1,0.0,1,1,1,0.0,0,1
2022,49.0,1,112,1,0,31,3,4,0.0,1,2,0,1,0,0,1,1,1,3.0,1,1,1,0.0,0,1
2022,49.0,1,129,1,0,29,4,4,0.0,1,0,0,1,0,0,2,1,1,4.0,1,1,1,0.0,0,1
2022,49.0,2,89,1,0,17,4,3,0.0,1,2,0,4,0,0,4,1,3,1.0,1,1,0,0.0,1,1
2022,49.0,2,172,1,0,47,3,4,0.0,1,0,1,1,0,0,2,1,3,4.0,0,1,1,0.0,1,1
2022,49.0,1,140,1,0,21,1,0,0.0,1,2,1,3,0,0,3,1,1,2.0,1,1,1,0.0,1,1
2022,49.0,1,38,2,1,2,4,5,0.0,1,0,0,2,0,0,3,1,3,1.0,1,0,1,0.0,1,1
2022,49.0,1,142,1,0,26,1,4,0.0,1,0,0,2,0,0,2,0,0,1.0,1,0,1,0.0,0,1
2022,49.0,2,81,1,0,8,3,3,0.0,1,0,1,1,0,0,3,0,0,0.0,1,1,1,0.0,1,1
2022,49.0,2,184,2,1,8,3,3,0.0,1,0,1,2,0,0,3,0,0,4.0,1,0,1,0.0,1,1
2022,49.0,2,8,2,1,17,2,2,0.0,0,2,0,3,1,3,4,1,3,2.0,1,1,1,0.0,1,1
2022,49.0,2,127,1,0,93,1,0,0.0,1,2,1,1,0,0,2,1,1,4.0,1,1,1,0.0,1,1
2022,49.0,2,31,2,1,86,2,5,0.0,0,2,0,4,1,2,4,1,2,1.0,1,1,1,0.0,0,1
2022,49.0,1,70,1,0,40,4,3,0.0,1,0,0,4,0,0,4,0,0,0.0,1,0,1,0.0,1,1
2022,49.0,2,128,1,0,10,4,3,0.0,1,2,1,1,0,0,3,0,0,1.0,0,1,1,0.0,1,1
2022,49.0,2,1,2,1,3,4,3,0.0,0,2,1,1,0,0,4,1,2,1.0,1,1,1,0.0,1,1
2022,49.0,1,129,1,0,68,4,5,0.0,0,2,0,1,0,0,3,1,1,3.0,1,0,1,0.0,1,1
2022,49.0,2,54,2,1,21,3,5,0.0,1,2,1,2,0,0,4,1,3,1.0,1,0,1,0.0,0,1
2022,49.0,2,24,2,1,12,2,3,0.0,1,0,1,1,0,0,2,0,0,4.0,0,1,1,0.0,0,1
2022,49.0,1,38,2,1,8,3,4,0.0,0,0,1,3,0,0,1,1,1,2.0,0,1,1,0.0,0,1
2022,49.0,2,42,2,1,21,1,0,0.0,1,2,0,4,0,0,4,0,0,0.0,1,1,1,0.0,1,1
2022,49.0,1,132,1,0,6,4,5,0.0,1,3,1,1,0,0,0,0,0,3.0,1,1,1,0.0,0,1
2022,49.0,1,191,1,0,44,3,5,0.0,1,1,1,1,0,0,2,0,0,2.0,0,0,1,0.0,1,0
2022,49.0,2,70,1,0,3,3,5,0.0,0,2,0,4,1,2,4,1,2,0.0,1,1,1,0.0,0,1
2022,49.0,1,149,1,0,40,3,4,0.0,1,0,0,3,1,3,1,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,2,128,1,0,54,2,3,0.0,1,2,1,1,0,0,2,0,0,3.0,0,1,1,0.0,1,1
2022,49.0,2,1,2,1,21,3,3,0.0,1,2,1,1,0,0,3,0,0,2.0,1,1,0,0.0,1,1
2022,49.0,2,70,1,0,3,3,5,0.0,1,2,1,4,0,0,4,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,2,39,2,1,116,2,3,0.0,1,0,0,2,1,1,4,1,1,1.0,1,1,1,0.0,1,1
2022,49.0,1,5,2,1,15,3,5,0.0,1,0,1,3,0,0,4,1,2,2.0,1,0,1,0.0,1,1
2022,49.0,1,128,1,0,21,3,2,0.0,1,2,0,1,0,0,2,0,0,1.0,1,1,1,0.0,1,1
2022,49.0,1,64,1,0,34,3,3,0.0,1,2,0,4,1,2,4,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,1,199,1,0,12,4,3,0.0,1,0,0,1,0,0,3,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,1,64,1,0,21,4,4,0.0,1,2,0,3,0,0,4,0,0,1.0,1,0,1,0.0,1,1
2022,49.0,1,87,2,1,21,3,4,0.0,0,2,0,4,0,0,3,1,3,1.0,1,1,1,0.0,1,1
2022,49.0,1,89,1,0,120,3,4,0.0,1,2,1,4,0,0,3,1,3,1.0,0,1,1,0.0,1,1
2022,49.0,2,66,1,0,11,4,5,0.0,0,0,0,4,0,0,4,1,3,2.0,1,1,1,0.0,0,1
2022,49.0,2,91,1,0,10,2,2,0.0,1,2,0,1,0,0,5,1,2,2.0,1,1,1,0.0,1,1
2022,49.0,1,18,2,1,116,3,5,0.0,1,0,1,3,1,3,2,1,1,0.0,1,1,1,0.0,0,1
2022,49.0,1,128,1,0,23,5,4,0.0,1,2,0,1,0,0,1,1,3,1.0,0,1,1,0.0,1,1
2022,49.0,1,85,1,0,3,2,3,0.0,0,2,0,3,0,0,3,1,3,1.0,1,1,1,0.0,0,1
2022,49.0,2,64,1,0,3,4,3,0.0,1,2,0,4,0,0,4,0,0,1.0,0,1,1,0.0,1,1
2022,49.0,2,89,1,0,31,2,3,0.0,1,2,0,3,0,0,4,1,2,2.0,1,1,0,0.0,1,1
2022,49.0,1,35,2,1,11,3,4,0.0,0,0,0,4,1,2,4,1,1,1.0,1,1,1,0.0,0,1
2022,49.0,2,105,1,0,150,4,3,0.0,0,2,1,1,0,0,1,0,0,1.0,1,1,1,0.0,1,0
2022,49.0,2,95,1,0,9,3,3,0.0,1,2,1,4,1,2,4,1,2,1.0,0,1,1,0.0,1,1
2022,49.0,2,23,2,1,49,2,5,0.0,1,3,0,1,0,0,3,0,0,3.0,1,0,1,0.0,0,1
2022,49.0,1,38,2,1,4,4,4,0.0,1,2,1,3,1,2,3,0,0,1.0,1,0,1,0.0,1,1
2022,49.0,1,89,1,0,17,4,3,0.0,0,2,1,3,0,0,3,1,1,2.0,1,0,1,0.0,1,1
2022,48.0,2,186,1,0,10,1,0,0.0,1,2,0,3,0,0,4,1,2,3.0,1,1,1,0.0,1,1
2022,48.0,2,121,1,0,55,3,4,0.0,1,2,1,2,0,0,4,1,3,2.0,1,1,1,0.0,1,1
2022,48.0,2,21,2,1,21,3,3,0.0,1,2,0,2,0,0,2,1,3,2.0,1,0,1,0.0,1,1
2022,48.0,2,213,1,0,86,2,3,0.0,1,2,1,1,0,0,3,0,0,2.0,1,1,1,0.0,1,1
2022,48.0,2,191,1,0,29,4,4,0.0,0,0,0,3,0,0,4,1,2,2.0,0,1,1,0.0,1,1
2022,48.0,1,85,1,0,37,3,4,0.0,1,2,1,0,0,0,1,1,1,4.0,1,1,1,0.0,0,1
2022,48.0,2,174,1,0,52,2,2,0.0,1,2,0,1,0,0,1,1,3,2.0,1,1,1,0.0,0,1
2022,48.0,2,70,1,0,31,2,2,0.0,0,2,0,4,0,0,4,1,3,2.0,1,1,1,0.0,1,1
2022,48.0,2,166,1,0,3,3,4,0.0,1,2,0,4,1,2,4,1,2,1.0,1,1,1,0.0,0,1
2022,48.0,1,108,1,0,21,1,3,0.0,1,2,1,1,0,0,1,0,0,3.0,1,1,1,0.0,0,0
2022,48.0,2,73,1,0,3,3,2,0.0,1,2,0,0,0,0,2,1,2,4.0,1,1,1,0.0,1,1
2022,48.0,1,89,1,0,4,4,4,0.0,1,2,1,4,0,0,3,0,0,2.0,0,1,1,0.0,0,1
2022,48.0,2,72,1,0,93,1,0,0.0,1,2,1,3,0,0,4,1,2,2.0,1,1,1,0.0,1,1
2022,48.0,1,37,2,1,21,4,4,0.0,1,2,1,4,1,2,4,0,1,1.0,1,1,1,0.0,1,1
2022,48.0,1,23,2,1,1,4,5,0.0,1,0,0,1,0,0,1,0,0,3.0,0,0,1,0.0,1,1
2022,48.0,1,70,1,0,21,3,2,0.0,1,2,1,3,0,0,2,1,1,1.0,1,0,1,0.0,1,1
2022,48.0,1,97,1,0,6,4,4,0.0,1,3,0,4,1,3,4,1,3,1.0,0,0,1,0.0,1,1
2022,48.0,2,70,1,0,12,4,3,0.0,0,0,0,4,0,3,4,0,0,2.0,1,1,1,0.0,1,1
2022,48.0,1,1,2,1,79,3,3,0.0,0,0,1,3,1,3,2,0,0,0.0,1,1,1,0.0,0,1
2022,48.0,2,39,2,1,5,2,5,0.0,1,0,1,0,0,0,4,1,2,1.0,1,1,1,0.0,0,1
2022,48.0,1,176,1,0,23,4,4,0.0,1,2,0,1,0,0,2,1,3,2.0,1,0,1,0.0,1,1
2022,48.0,1,136,2,1,4,5,2,0.0,1,2,0,3,0,0,3,0,0,2.0,0,1,1,0.0,1,1
2022,48.0,2,24,2,1,21,1,0,0.0,1,2,1,1,1,3,2,1,3,1.0,1,1,1,0.0,0,1
2022,48.0,2,100,1,0,151,4,4,0.0,1,0,0,2,0,0,0,0,0,1.0,1,1,1,0.0,1,1
2022,48.0,1,57,2,1,3,3,3,0.0,1,2,0,3,0,0,3,0,0,0.0,1,1,1,0.0,0,1
2022,48.0,2,213,1,0,3,1,0,0.0,0,2,1,3,1,3,1,0,0,3.0,1,1,1,0.0,0,1
2022,48.0,1,121,1,0,55,3,4,0.0,1,2,1,4,0,0,4,0,0,1.0,1,1,1,0.0,0,1
2022,48.0,2,158,1,0,72,3,4,0.0,1,2,1,1,0,0,0,0,0,4.0,1,1,1,0.0,0,1
2022,48.0,2,196,1,0,12,4,4,0.0,1,0,0,3,1,3,3,1,3,1.0,1,1,1,0.0,0,1
2022,48.0,1,107,1,0,44,2,5,0.0,1,1,1,1,0,0,1,1,1,4.0,0,0,1,0.0,1,1
2022,48.0,2,144,1,0,19,2,4,0.0,1,3,1,1,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,48.0,1,66,1,0,26,2,4,0.0,1,0,1,3,0,0,1,1,1,2.0,1,1,0,0.0,0,1
2022,48.0,2,132,1,0,13,2,4,0.0,1,1,1,1,0,0,1,0,0,3.0,1,1,1,0.0,0,1
2022,48.0,2,1,2,1,40,1,0,0.0,1,0,1,1,0,0,2,1,3,1.0,1,1,1,0.0,0,1
2022,48.0,1,111,1,0,152,3,4,0.0,1,2,1,1,0,0,1,0,0,4.0,1,1,1,0.0,0,1
2022,48.0,2,121,1,0,52,2,4,0.0,1,2,0,0,0,0,1,0,0,3.0,1,1,1,0.0,1,1
2022,48.0,1,109,1,0,0,2,4,0.0,1,0,0,1,0,0,1,0,0,2.0,0,1,1,0.0,0,1
2022,48.0,2,168,1,0,53,1,4,0.0,1,0,0,1,0,0,4,0,0,1.0,0,1,1,0.0,1,1
2022,48.0,1,94,1,0,23,4,4,0.0,1,2,0,4,1,2,4,1,2,2.0,1,1,1,0.0,1,1
2022,48.0,2,1,2,1,5,1,0,0.0,0,0,0,3,0,0,4,0,0,1.0,1,1,1,0.0,0,1
2022,48.0,1,64,1,0,12,2,2,0.0,1,0,1,3,1,3,3,1,1,0.0,1,1,1,0.0,0,1
2022,48.0,2,124,1,0,55,2,5,0.0,1,2,1,1,0,0,4,0,0,2.0,1,0,1,0.0,1,1
2022,48.0,1,66,1,0,34,2,4,0.0,0,2,0,4,1,2,4,0,0,1.0,0,1,1,0.0,1,1
2022,48.0,2,130,1,0,10,2,3,0.0,1,2,0,4,1,2,4,1,2,2.0,0,1,1,0.0,1,1
2022,48.0,2,89,1,0,153,3,2,0.0,1,2,0,3,0,0,4,1,1,1.0,1,1,1,0.0,1,1
2022,48.0,2,106,1,0,0,2,4,0.0,1,2,0,0,0,0,1,0,0,4.0,0,1,1,0.0,1,1
2022,48.0,1,154,1,0,2,3,4,0.0,0,0,0,2,0,0,3,1,1,1.0,1,1,1,0.0,0,1
2022,48.0,2,115,1,0,41,3,3,0.0,1,0,1,0,0,0,0,0,0,4.0,1,1,1,0.0,0,1
2022,48.0,1,81,1,0,40,4,3,0.0,1,0,1,3,0,0,3,0,0,2.0,0,1,1,0.0,1,1
2022,48.0,2,81,1,0,8,2,4,0.0,1,0,0,1,0,0,3,1,3,3.0,0,1,0,0.0,1,1
2022,48.0,1,128,1,0,124,4,3,0.0,1,0,0,1,0,0,3,1,3,4.0,0,1,1,0.0,1,1
2022,48.0,1,122,1,0,9,4,4,0.0,1,2,0,2,0,0,4,0,0,2.0,1,0,1,0.0,0,1
2022,48.0,2,166,1,0,8,3,3,0.0,1,0,0,3,0,2,2,1,2,2.0,0,1,1,0.0,0,0
2022,48.0,1,70,1,0,40,4,4,0.0,1,0,0,3,0,0,3,1,1,1.0,0,1,1,0.0,0,1
2022,48.0,2,129,1,0,16,3,5,0.0,1,2,1,1,0,0,1,0,0,2.0,0,1,0,0.0,1,0
2022,48.0,1,72,1,0,2,3,4,0.0,1,0,0,2,0,0,3,1,3,4.0,1,1,1,0.0,0,1
2022,48.0,2,130,1,0,31,3,2,0.0,1,2,0,1,0,0,1,0,0,4.0,1,1,1,0.0,1,1
2022,48.0,2,81,1,0,23,4,4,0.0,1,2,1,1,0,0,1,1,2,4.0,0,1,1,0.0,0,1
2022,48.0,1,196,1,0,100,3,4,0.0,1,0,1,1,0,0,1,1,2,1.0,1,1,1,0.0,0,0
2022,48.0,1,133,1,0,10,3,3,0.0,1,2,1,1,1,3,3,1,3,2.0,1,0,1,0.0,1,1
2022,48.0,1,81,1,0,23,4,5,0.0,1,2,1,4,0,0,3,0,0,2.0,0,0,1,0.0,1,1
2022,48.0,1,89,1,0,17,4,4,0.0,1,2,0,4,1,3,4,1,3,1.0,0,1,1,0.0,0,1
2022,48.0,1,138,1,0,15,4,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,1,1,0.0,1,1
2022,48.0,1,97,1,0,133,2,2,0.0,0,2,0,1,0,0,1,1,1,1.0,1,1,1,0.0,1,0
2022,48.0,2,76,2,1,3,3,3,0.0,0,2,0,1,0,0,1,1,1,2.0,1,1,1,0.0,0,1
2022,48.0,1,136,1,0,154,3,4,0.0,1,3,0,4,1,2,4,1,2,1.0,0,0,1,0.0,1,1
2022,48.0,1,73,1,0,6,3,4,0.0,1,3,1,1,0,0,1,0,0,4.0,0,0,1,0.0,1,1
2022,48.0,1,89,1,0,65,3,2,0.0,1,2,0,4,1,2,4,1,2,1.0,1,1,1,0.0,0,1
2022,48.0,1,64,1,0,34,4,4,0.0,1,2,0,4,1,2,4,1,2,1.0,0,1,1,0.0,1,1
2022,48.0,2,191,1,0,72,3,4,0.0,1,2,1,1,0,0,1,0,0,3.0,0,1,1,0.0,1,1
2022,48.0,2,218,2,1,21,3,5,0.0,0,2,0,3,0,0,4,1,3,3.0,1,1,1,0.0,1,1
2022,48.0,2,123,1,0,10,4,3,0.0,1,2,0,1,0,0,3,1,1,4.0,1,1,1,0.0,0,1
2022,48.0,2,173,2,1,8,1,0,0.0,1,0,0,3,0,0,4,1,3,2.0,1,1,1,0.0,1,1
2022,48.0,2,70,1,0,133,3,3,0.0,1,2,0,3,0,0,4,1,2,2.0,1,1,1,0.0,0,1
2022,48.0,1,58,1,0,80,2,4,0.0,1,2,0,1,0,0,3,1,1,1.0,1,1,1,0.0,0,1
2022,48.0,1,116,1,0,21,2,2,0.0,1,2,0,3,0,0,3,1,3,1.0,1,0,1,0.0,1,1
2022,48.0,1,66,1,0,40,2,2,0.0,0,0,1,4,1,2,5,0,0,3.0,1,0,1,0.0,1,1
2022,48.0,2,38,2,1,8,4,3,0.0,1,0,0,4,0,0,3,1,1,1.0,1,1,1,0.0,1,1
2022,48.0,2,99,1,0,135,3,4,0.0,0,2,0,0,0,0,1,0,0,3.0,1,1,1,0.0,0,1
2022,48.0,2,31,2,1,86,2,3,0.0,1,2,0,4,0,0,5,0,1,1.0,1,1,1,0.0,1,1
2022,48.0,1,128,1,0,155,2,3,0.0,1,3,1,1,0,0,2,0,0,2.0,1,1,1,0.0,1,1
2022,48.0,2,98,1,0,31,3,2,0.0,0,2,0,4,1,2,4,1,2,0.0,1,1,1,0.0,0,1
2022,48.0,2,196,1,0,156,4,2,0.0,1,0,0,1,0,0,2,0,0,1.0,1,1,1,0.0,1,1
2022,48.0,1,6,2,1,70,2,5,0.0,1,2,0,1,0,0,1,1,1,1.0,0,1,0,0.0,1,1
2022,48.0,1,20,2,1,5,4,5,0.0,0,0,0,3,0,0,4,0,0,1.0,0,1,1,0.0,0,1
2022,48.0,1,6,2,1,9,4,4,0.0,1,2,0,3,0,0,3,1,3,2.0,0,1,1,0.0,0,1
2022,48.0,2,54,2,1,12,3,3,0.0,0,0,1,1,1,3,2,1,3,0.0,1,0,1,0.0,1,1
2022,48.0,1,72,1,0,3,4,4,0.0,1,2,1,4,1,2,4,1,2,3.0,1,0,1,0.0,1,1
2022,48.0,2,70,1,0,31,4,4,0.0,0,2,0,4,0,0,5,1,3,2.0,0,1,1,0.0,0,1
2022,48.0,1,58,1,0,8,2,4,0.0,0,0,0,3,1,1,4,1,3,1.0,0,1,1,0.0,1,0
2022,48.0,1,29,2,1,126,4,4,0.0,1,1,1,3,0,0,3,1,1,1.0,1,0,1,0.0,1,1
2022,48.0,2,89,1,0,17,2,3,0.0,1,2,1,2,0,0,4,1,2,2.0,1,0,1,0.0,1,1
2022,48.0,2,96,1,0,3,2,5,0.0,1,2,1,3,0,0,4,0,0,0.0,1,1,1,0.0,0,1
2022,48.0,2,24,2,0,12,6,4,0.0,0,0,0,3,0,0,3,0,0,1.0,0,1,1,0.0,0,1
2022,48.0,1,89,1,0,45,4,3,0.0,1,2,1,2,0,0,1,0,0,1.0,1,1,1,0.0,1,1
2022,48.0,1,89,1,0,5,1,2,0.0,0,0,1,4,0,0,2,0,0,0.0,1,1,1,0.0,1,1
2022,48.0,1,141,1,0,15,4,4,0.0,1,0,1,2,0,0,2,1,1,4.0,1,0,1,0.0,1,1
2022,48.0,2,207,1,0,9,2,3,0.0,1,2,0,1,0,0,3,1,3,1.0,1,1,1,0.0,1,1
2022,48.0,1,105,1,0,9,5,4,0.0,1,2,0,4,1,2,4,1,2,1.0,0,1,1,0.0,0,1
2022,48.0,2,140,1,0,3,2,3,0.0,1,2,1,3,0,0,4,1,3,1.0,0,1,1,0.0,0,1
2022,48.0,2,66,1,0,34,3,2,0.0,1,2,0,4,0,0,4,1,3,1.0,1,1,0,0.0,1,1
2022,48.0,2,95,1,0,29,1,0,0.0,1,0,1,3,0,0,1,0,0,3.0,1,1,1,0.0,1,1
2022,48.0,2,149,1,0,78,2,2,0.0,0,2,0,4,1,2,2,0,0,1.0,1,1,1,0.0,1,1
2022,48.0,2,151,1,0,9,3,3,0.0,1,2,1,1,0,0,1,1,1,4.0,1,1,1,0.0,1,0
2022,48.0,1,81,1,0,12,2,5,0.0,0,0,0,1,0,0,3,1,1,1.0,1,1,1,0.0,1,1
2022,48.0,1,101,1,0,12,3,3,0.0,1,0,1,4,1,3,3,0,0,2.0,0,1,1,0.0,0,1
2022,48.0,2,132,1,0,45,3,3,0.0,1,2,0,1,0,0,5,1,2,2.0,0,1,1,0.0,1,1
2022,48.0,1,61,2,1,15,3,4,0.0,1,0,0,4,0,0,3,0,0,1.0,1,1,1,0.0,0,1
2022,48.0,1,98,1,0,35,4,4,0.0,1,0,0,4,1,2,3,0,0,1.0,1,0,1,0.0,1,1
2022,48.0,1,121,1,0,55,4,3,0.0,1,2,1,2,0,0,2,0,0,2.0,0,1,1,0.0,0,1
2022,48.0,2,76,2,1,31,3,4,0.0,1,2,1,2,0,0,4,1,3,1.0,1,0,1,0.0,1,1
2022,48.0,1,95,1,0,157,2,5,0.0,1,3,1,2,0,0,2,0,0,2.0,0,1,1,0.0,1,1
2022,48.0,1,70,1,0,34,4,2,0.0,0,2,1,3,1,3,3,1,3,0.0,1,0,1,0.0,1,1
2022,48.0,1,112,1,0,16,3,4,0.0,1,2,0,3,1,3,3,0,0,1.0,1,1,1,0.0,1,1
2022,48.0,1,96,1,0,115,2,5,0.0,1,2,0,4,1,2,4,0,0,1.0,0,1,1,0.0,0,1
2022,48.0,2,72,1,0,21,4,5,0.0,1,2,0,1,0,0,3,1,3,2.0,1,0,1,0.0,1,1
2022,48.0,2,98,1,0,3,2,3,0.0,0,2,1,2,0,0,4,1,3,4.0,1,1,1,0.0,1,1
2022,48.0,2,70,1,0,95,1,1,0.0,1,2,0,2,0,0,4,1,3,1.0,1,1,1,0.0,1,1
2022,48.0,2,89,1,0,24,2,5,0.0,1,2,1,1,0,0,4,1,2,4.0,1,0,1,0.0,0,1
2022,48.0,2,31,2,1,5,4,2,0.0,1,0,1,1,0,0,4,0,0,1.0,0,1,1,0.0,1,1
2022,48.0,1,206,1,0,4,3,3,0.0,1,2,1,1,0,0,1,1,1,2.0,1,1,1,0.0,0,0
2022,48.0,2,162,1,0,21,4,4,0.0,0,2,0,4,1,2,4,1,2,0.0,1,1,1,0.0,0,1
2022,48.0,2,149,1,0,95,4,3,0.0,0,2,0,3,1,3,1,0,3,2.0,0,1,1,0.0,1,1
2022,48.0,2,66,1,0,31,4,4,0.0,1,2,0,4,1,2,4,0,0,0.0,0,1,1,0.0,1,1
2022,48.0,1,128,1,0,10,4,3,0.0,1,2,0,1,1,3,1,1,3,1.0,0,1,1,0.0,1,1
2022,47.0,1,136,1,0,15,4,4,0.0,1,0,0,3,0,0,4,1,2,1.0,0,1,1,0.0,0,1
2022,47.0,2,136,1,0,2,4,5,0.0,1,0,1,2,0,0,2,1,1,2.0,0,1,1,0.0,0,1
2022,47.0,1,64,1,0,103,3,2,0.0,1,2,0,0,0,0,1,1,3,4.0,1,1,1,0.0,0,1
2022,47.0,1,124,1,0,40,1,0,0.0,1,0,1,1,0,0,2,0,0,4.0,1,1,1,0.0,1,1
2022,47.0,1,81,1,0,64,4,3,0.0,0,2,1,3,1,3,1,0,0,1.0,1,1,1,0.0,0,1
2022,47.0,2,66,1,0,1,2,4,0.0,1,0,0,3,0,0,1,0,1,2.0,1,0,1,0.0,0,1
2022,47.0,1,64,1,0,26,6,4,0.0,1,0,0,3,0,0,3,0,0,1.0,1,0,1,0.0,1,1
2022,47.0,1,156,1,0,3,4,3,0.0,1,2,1,3,0,0,3,1,1,3.0,0,1,1,0.0,1,1
2022,47.0,1,19,2,1,11,2,4,0.0,1,0,1,2,0,0,3,0,0,2.0,1,1,1,0.0,0,0
2022,47.0,1,64,1,0,3,4,4,0.0,0,2,1,4,0,0,4,0,0,1.0,1,0,1,0.0,0,1
2022,47.0,2,70,1,0,21,2,4,0.0,1,2,0,4,1,2,4,1,2,1.0,1,1,1,0.0,0,1
2022,47.0,1,31,2,1,39,2,4,0.0,1,0,0,4,1,2,5,1,2,1.0,1,1,0,0.0,0,1
2022,47.0,1,45,2,1,5,3,5,0.0,1,0,0,1,0,0,3,1,3,0.0,1,0,1,0.0,0,1
2022,47.0,2,5,2,1,21,3,4,0.0,1,2,1,2,0,0,3,0,0,3.0,1,1,1,0.0,0,1
2022,47.0,2,136,1,0,115,4,5,0.0,0,2,1,3,0,0,3,1,1,2.0,1,1,1,0.0,1,1
2022,47.0,1,121,1,0,51,4,3,0.0,1,2,1,2,0,0,2,1,3,1.0,0,1,1,0.0,1,1
